"id","source_provision_id","head_predicate","head_arity","body","full_text"
"R0330","A027","ai_act_territorial_link","2","importer(A, S) & places_on_eu_market(A, S)","ai_act_territorial_link(A, S) <= importer(A, S) & places_on_eu_market(A, S)"
"R0331","A027","ai_act_territorial_link","2","distributor(A, S) & made_available_on_market(S, 'eu')","ai_act_territorial_link(A, S) <= distributor(A, S) & made_available_on_market(S, 'eu')"
"R0332","A028","ai_act_territorial_link","2","manufacturer(A, X) & places_on_eu_market_with_product(A, X)","ai_act_territorial_link(A, X) <= manufacturer(A, X) & places_on_eu_market_with_product(A, X)"
"R0333","A028","ai_act_territorial_link","2","manufacturer(A, X) & puts_into_service_in_eu(A, X)","ai_act_territorial_link(A, X) <= manufacturer(A, X) & puts_into_service_in_eu(A, X)"
"R0334","A028","ai_act_territorial_link","2","provision_trigger('AIAct_A2.1.e', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.1.e', A, S)"
"R0335","A029","ai_act_territorial_link","2","authorised_representative(A, X) & established_in(A, 'eu')","ai_act_territorial_link(A, X) <= authorised_representative(A, X) & established_in(A, 'eu')"
"R0336","A029","ai_act_territorial_link","2","provision_trigger('AIAct_A2.1.f', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.1.f', A, S)"
"R0337","A030","ai_act_territorial_link","2","affected_person(A, X) & located_in(A, 'eu')","ai_act_territorial_link(A, X) <= affected_person(A, X) & located_in(A, 'eu')"
"R0338","A030","ai_act_territorial_link","2","provision_trigger('AIAct_A2.1.g', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.1.g', A, S)"
"R0339","A031","ai_act_territorial_link","2","provision_trigger('AIAct_A2.1', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.1', A, S)"
"R0340","A031","ai_act_material","1","provision_trigger('AIAct_A2.1', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A2.1', A, S)"
"R0341","A032","ai_act_territorial_link","2","provision_trigger('AIAct_A2.2', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.2', A, S)"
"R0342","A032","ai_act_material","1","provision_trigger('AIAct_A2.2', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A2.2', A, S)"
"R0343","A033","ai_act_excluded","1","military_or_defence_purpose(S)","ai_act_excluded(S) <= military_or_defence_purpose(S)"
"R0344","A033","ai_act_excluded","1","national_security_purpose(S)","ai_act_excluded(S) <= national_security_purpose(S)"
"R0345","A034","ai_act_excluded","1","third_country_public_authority_or_international_organisation(S) & law_enforcement_judicial_cooperation_agreement(S) & adequate_fundamental_rights_safeguards(S)","ai_act_excluded(S) <= third_country_public_authority_or_international_organisation(S) & law_enforcement_judicial_cooperation_agreement(S) & adequate_fundamental_rights_safeguards(S)"
"R0346","A034","ai_act_excluded","1","provision_trigger('AIAct_A2.4', A, S)","ai_act_excluded(S) <= provision_trigger('AIAct_A2.4', A, S)"
"R0347","A034","ai_act_territorial_link","2","provision_trigger('AIAct_A2.4', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.4', A, S)"
"R0348","A034","ai_act_material","1","provision_trigger('AIAct_A2.4', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A2.4', A, S)"
"R0349","A035","ai_act_territorial_link","2","provision_trigger('AIAct_A2.5', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.5', A, S)"
"R0350","A035","obligation","3","provision_trigger('AIAct_A2.5', A, X)","obligation(A, X, 'AIAct_A2.5') <= provision_trigger('AIAct_A2.5', A, X)"
"R0351","A036","ai_act_excluded","1","scientific_research_development_only(S)","ai_act_excluded(S) <= scientific_research_development_only(S)"
"R0352","A037","ai_act_territorial_link","2","provision_trigger('AIAct_A2.7', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.7', A, S)"
"R0353","A037","ai_act_material","1","provision_trigger('AIAct_A2.7', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A2.7', A, S)"
"R0354","A037","obligation","3","provision_trigger('AIAct_A2.7', A, X)","obligation(A, X, 'AIAct_A2.7') <= provision_trigger('AIAct_A2.7', A, X)"
"R0355","A038","ai_act_excluded","1","pre_market_research_testing(S)","ai_act_excluded(S) <= pre_market_research_testing(S)"
"R0356","A039","ai_act_territorial_link","2","provision_trigger('AIAct_A2.9', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.9', A, S)"
"R0357","A039","ai_act_material","1","provision_trigger('AIAct_A2.9', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A2.9', A, S)"
"R0358","A040","ai_act_excluded","1","purely_personal_household_activity(S)","ai_act_excluded(S) <= purely_personal_household_activity(S)"
"R0359","A041","ai_act_territorial_link","2","provision_trigger('AIAct_A2.11', A, S)","ai_act_territorial_link(A, S) <= provision_trigger('AIAct_A2.11', A, S)"
"R0360","A042","ai_act_excluded","1","free_open_source_ai(S)  & ~high_risk_ai(S)  & ~prohibited_practice(S)","ai_act_excluded(S) <= free_open_source_ai(S)  & ~high_risk_ai(S)  & ~prohibited_practice(S)"
"R0361","A044","ai_system","1","has_feature(X, 'machine_based')  & has_capability(X, 'autonomous_operation')  & has_capability(X, 'inference_from_input')","ai_system(X) <= has_feature(X, 'machine_based')  & has_capability(X, 'autonomous_operation')  & has_capability(X, 'inference_from_input')"
"R0362","A045","definition_matches","2","provision_trigger('AIAct_A3.2', A, X)","definition_matches('risk', X) <= provision_trigger('AIAct_A3.2', A, X)"
"R0363","A046","provider","2","develops_ai_system(A, X) & places_on_market(A, X)","provider(A, X) <= develops_ai_system(A, X) & places_on_market(A, X)"
"R0364","A046","provider","2","develops_ai_system(A, X) & puts_into_service(A, X)","provider(A, X) <= develops_ai_system(A, X) & puts_into_service(A, X)"
"R0365","A046","provider","2","has_ai_system_developed(A, X) & places_on_market_under_own_name(A, X)","provider(A, X) <= has_ai_system_developed(A, X) & places_on_market_under_own_name(A, X)"
"R0366","A046","definition_matches","2","provision_trigger('AIAct_A3.3', A, X)","definition_matches('provider', X) <= provision_trigger('AIAct_A3.3', A, X)"
"R0367","A047","deployer","2","uses_ai_system_under_authority(A, X) & ~personal_non_professional_activity_of_deployer(A, X)","deployer(A, X) <= uses_ai_system_under_authority(A, X) & ~personal_non_professional_activity_of_deployer(A, X)"
"R0368","A047","definition_matches","2","provision_trigger('AIAct_A3.4', A, X)","definition_matches('deployer', X) <= provision_trigger('AIAct_A3.4', A, X)"
"R0369","A048","authorised_representative","2","established_in(A, 'eu') & written_mandate_from_provider(A, X)","authorised_representative(A, X) <= established_in(A, 'eu') & written_mandate_from_provider(A, X)"
"R0370","A048","definition_matches","2","provision_trigger('AIAct_A3.5', A, X)","definition_matches('authorised_representative', X) <= provision_trigger('AIAct_A3.5', A, X)"
"R0371","A049","importer","2","established_in(A, 'eu') & places_on_market(A, X) & third_country_provider_name_or_trademark(X)","importer(A, X) <= established_in(A, 'eu') & places_on_market(A, X) & third_country_provider_name_or_trademark(X)"
"R0372","A049","definition_matches","2","provision_trigger('AIAct_A3.6', A, X)","definition_matches('importer', X) <= provision_trigger('AIAct_A3.6', A, X)"
"R0373","A050","distributor","2","supply_chain_actor(A, X) & makes_available_on_union_market(A, X) & ~provider(A, X) & ~importer(A, X)","distributor(A, X) <= supply_chain_actor(A, X) & makes_available_on_union_market(A, X) & ~provider(A, X) & ~importer(A, X)"
"R0374","A050","definition_matches","2","provision_trigger('AIAct_A3.7', A, X)","definition_matches('distributor', X) <= provision_trigger('AIAct_A3.7', A, X)"
"R0375","A051","operator","2","provider(A, X)","operator(A, X) <= provider(A, X)"
"R0376","A051","operator","2","product_manufacturer(A, X)","operator(A, X) <= product_manufacturer(A, X)"
"R0377","A051","operator","2","deployer(A, X)","operator(A, X) <= deployer(A, X)"
"R0378","A051","operator","2","authorised_representative(A, X)","operator(A, X) <= authorised_representative(A, X)"
"R0379","A051","operator","2","importer(A, X)","operator(A, X) <= importer(A, X)"
"R0380","A051","operator","2","distributor(A, X)","operator(A, X) <= distributor(A, X)"
"R0381","A051","definition_matches","2","provision_trigger('AIAct_A3.8', A, X)","definition_matches('operator', X) <= provision_trigger('AIAct_A3.8', A, X)"
"R0382","A052","definition_matches","2","provision_trigger('AIAct_A3.9', A, X)","definition_matches('placing_on_market', X) <= provision_trigger('AIAct_A3.9', A, X)"
"R0383","A053","definition_matches","2","provision_trigger('AIAct_A3.10', A, X)","definition_matches('making_available_on_market', X) <= provision_trigger('AIAct_A3.10', A, X)"
"R0384","A054","definition_matches","2","provision_trigger('AIAct_A3.11', A, X)","definition_matches('putting_into_service', X) <= provision_trigger('AIAct_A3.11', A, X)"
"R0385","A055","definition_matches","2","provision_trigger('AIAct_A3.12', A, X)","definition_matches('intended_purpose', X) <= provision_trigger('AIAct_A3.12', A, X)"
"R0386","A056","definition_matches","2","provision_trigger('AIAct_A3.13', A, X)","definition_matches('reasonably_foreseeable_misuse', X) <= provision_trigger('AIAct_A3.13', A, X)"
"R0387","A056","permission","3","provision_trigger('AIAct_A3.13', A, X)","permission(A, X, 'AIAct_A3.13') <= provision_trigger('AIAct_A3.13', A, X)"
"R0388","A057","definition_matches","2","provision_trigger('AIAct_A3.14', A, X)","definition_matches('safety_component', X) <= provision_trigger('AIAct_A3.14', A, X)"
"R0389","A058","definition_matches","2","provision_trigger('AIAct_A3.15', A, X)","definition_matches('instructions_for_use', X) <= provision_trigger('AIAct_A3.15', A, X)"
"R0390","A059","definition_matches","2","provision_trigger('AIAct_A3.16', A, X)","definition_matches('ai_system_recall', X) <= provision_trigger('AIAct_A3.16', A, X)"
"R0391","A060","definition_matches","2","provision_trigger('AIAct_A3.17', A, X)","definition_matches('ai_system_withdrawal', X) <= provision_trigger('AIAct_A3.17', A, X)"
"R0392","A061","definition_matches","2","provision_trigger('AIAct_A3.18', A, X)","definition_matches('ai_system_performance', X) <= provision_trigger('AIAct_A3.18', A, X)"
"R0393","A062","definition_matches","2","provision_trigger('AIAct_A3.19', A, X)","definition_matches('notifying_authority', X) <= provision_trigger('AIAct_A3.19', A, X)"
"R0394","A063","definition_matches","2","provision_trigger('AIAct_A3.20', A, X)","definition_matches('conformity_assessment', X) <= provision_trigger('AIAct_A3.20', A, X)"
"R0395","A064","definition_matches","2","provision_trigger('AIAct_A3.21', A, X)","definition_matches('conformity_assessment_body', X) <= provision_trigger('AIAct_A3.21', A, X)"
"R0396","A065","definition_matches","2","provision_trigger('AIAct_A3.22', A, X)","definition_matches('notified_body', X) <= provision_trigger('AIAct_A3.22', A, X)"
"R0397","A066","definition_matches","2","provision_trigger('AIAct_A3.23', A, X)","definition_matches('substantial_modification', X) <= provision_trigger('AIAct_A3.23', A, X)"
"R0398","A067","definition_matches","2","provision_trigger('AIAct_A3.24', A, X)","definition_matches('ce_marking', X) <= provision_trigger('AIAct_A3.24', A, X)"
"R0399","A068","definition_matches","2","provision_trigger('AIAct_A3.25', A, X)","definition_matches('post_market_monitoring_system', X) <= provision_trigger('AIAct_A3.25', A, X)"
"R0400","A069","definition_matches","2","provision_trigger('AIAct_A3.26', A, X)","definition_matches('market_surveillance_authority', X) <= provision_trigger('AIAct_A3.26', A, X)"
"R0401","A070","definition_matches","2","provision_trigger('AIAct_A3.27', A, X)","definition_matches('harmonised_standard', X) <= provision_trigger('AIAct_A3.27', A, X)"
"R0402","A071","definition_matches","2","provision_trigger('AIAct_A3.28', A, X)","definition_matches('common_specification', X) <= provision_trigger('AIAct_A3.28', A, X)"
"R0403","A072","definition_matches","2","provision_trigger('AIAct_A3.29', A, X)","definition_matches('training_data', X) <= provision_trigger('AIAct_A3.29', A, X)"
"R0404","A073","definition_matches","2","provision_trigger('AIAct_A3.30', A, X)","definition_matches('validation_data', X) <= provision_trigger('AIAct_A3.30', A, X)"
"R0405","A074","definition_matches","2","provision_trigger('AIAct_A3.31', A, X)","definition_matches('validation_data_set', X) <= provision_trigger('AIAct_A3.31', A, X)"
"R0406","A075","definition_matches","2","provision_trigger('AIAct_A3.32', A, X)","definition_matches('testing_data', X) <= provision_trigger('AIAct_A3.32', A, X)"
"R0407","A076","definition_matches","2","provision_trigger('AIAct_A3.33', A, X)","definition_matches('input_data', X) <= provision_trigger('AIAct_A3.33', A, X)"
"R0408","A077","definition_matches","2","provision_trigger('AIAct_A3.34', A, X)","definition_matches('biometric_data', X) <= provision_trigger('AIAct_A3.34', A, X)"
"R0409","A078","definition_matches","2","provision_trigger('AIAct_A3.35', A, X)","definition_matches('biometric_identification', X) <= provision_trigger('AIAct_A3.35', A, X)"
"R0410","A079","definition_matches","2","provision_trigger('AIAct_A3.36', A, X)","definition_matches('biometric_verification', X) <= provision_trigger('AIAct_A3.36', A, X)"
"R0411","A080","definition_matches","2","provision_trigger('AIAct_A3.37', A, X)","definition_matches('special_category_data', X) <= provision_trigger('AIAct_A3.37', A, X)"
"R0412","A081","definition_matches","2","provision_trigger('AIAct_A3.38', A, X)","definition_matches('sensitive_operational_data', X) <= provision_trigger('AIAct_A3.38', A, X)"
"R0413","A082","definition_matches","2","provision_trigger('AIAct_A3.39', A, X)","definition_matches('emotion_recognition_system', X) <= provision_trigger('AIAct_A3.39', A, X)"
"R0414","A083","definition_matches","2","provision_trigger('AIAct_A3.40', A, X)","definition_matches('biometric_categorisation_system', X) <= provision_trigger('AIAct_A3.40', A, X)"
"R0415","A084","definition_matches","2","provision_trigger('AIAct_A3.41', A, X)","definition_matches('remote_biometric_identification_system', X) <= provision_trigger('AIAct_A3.41', A, X)"
"R0416","A085","definition_matches","2","provision_trigger('AIAct_A3.42', A, X)","definition_matches('realtime_remote_biometric_identification_system', X) <= provision_trigger('AIAct_A3.42', A, X)"
"R0417","A086","definition_matches","2","provision_trigger('AIAct_A3.43', A, X)","definition_matches('post_remote_biometric_identification_system', X) <= provision_trigger('AIAct_A3.43', A, X)"
"R0418","A087","definition_matches","2","provision_trigger('AIAct_A3.44', A, X)","definition_matches('publicly_accessible_space', X) <= provision_trigger('AIAct_A3.44', A, X)"
"R0419","A087","permission","3","provision_trigger('AIAct_A3.44', A, X)","permission(A, X, 'AIAct_A3.44') <= provision_trigger('AIAct_A3.44', A, X)"
"R0420","A090","definition_matches","2","provision_trigger('AIAct_A3.45', A, X)","definition_matches('law_enforcement_authority', X) <= provision_trigger('AIAct_A3.45', A, X)"
"R0421","A091","definition_matches","2","provision_trigger('AIAct_A3.46', A, X)","definition_matches('law_enforcement', X) <= provision_trigger('AIAct_A3.46', A, X)"
"R0422","A092","definition_matches","2","provision_trigger('AIAct_A3.47', A, X)","definition_matches('ai_office', X) <= provision_trigger('AIAct_A3.47', A, X)"
"R0423","A092","obligation","3","provision_trigger('AIAct_A3.47', A, X)","obligation(A, X, 'AIAct_A3.47') <= provision_trigger('AIAct_A3.47', A, X)"
"R0424","A093","definition_matches","2","provision_trigger('AIAct_A3.48', A, X)","definition_matches('national_competent_authority', X) <= provision_trigger('AIAct_A3.48', A, X)"
"R0425","A093","obligation","3","provision_trigger('AIAct_A3.48', A, X)","obligation(A, X, 'AIAct_A3.48') <= provision_trigger('AIAct_A3.48', A, X)"
"R0426","A098","definition_matches","2","provision_trigger('AIAct_A3.49', A, X)","definition_matches('serious_incident', X) <= provision_trigger('AIAct_A3.49', A, X)"
"R0427","A099","definition_matches","2","provision_trigger('AIAct_A3.50', A, X)","definition_matches('personal_data', X) <= provision_trigger('AIAct_A3.50', A, X)"
"R0428","A100","definition_matches","2","provision_trigger('AIAct_A3.51', A, X)","definition_matches('non_personal_data', X) <= provision_trigger('AIAct_A3.51', A, X)"
"R0429","A101","definition_matches","2","provision_trigger('AIAct_A3.52', A, X)","definition_matches('profiling', X) <= provision_trigger('AIAct_A3.52', A, X)"
"R0430","A102","definition_matches","2","provision_trigger('AIAct_A3.53', A, X)","definition_matches('real_world_testing_plan', X) <= provision_trigger('AIAct_A3.53', A, X)"
"R0431","A103","definition_matches","2","provision_trigger('AIAct_A3.54', A, X)","definition_matches('sandbox_plan', X) <= provision_trigger('AIAct_A3.54', A, X)"
"R0432","A104","definition_matches","2","provision_trigger('AIAct_A3.55', A, X)","definition_matches('ai_regulatory_sandbox', X) <= provision_trigger('AIAct_A3.55', A, X)"
"R0433","A105","definition_matches","2","provision_trigger('AIAct_A3.56', A, X)","definition_matches('ai_literacy', X) <= provision_trigger('AIAct_A3.56', A, X)"
"R0434","A106","definition_matches","2","provision_trigger('AIAct_A3.57', A, X)","definition_matches('testing_in_real_world_conditions', X) <= provision_trigger('AIAct_A3.57', A, X)"
"R0435","A108","definition_matches","2","provision_trigger('AIAct_A3.59', A, X)","definition_matches('informed_consent', X) <= provision_trigger('AIAct_A3.59', A, X)"
"R0436","A109","deep_fake","1","ai_generated_or_manipulated_content(X) & resembles_existing_subject(X) & falsely_appears_authentic_or_truthful(X)","deep_fake(X) <= ai_generated_or_manipulated_content(X) & resembles_existing_subject(X) & falsely_appears_authentic_or_truthful(X)"
"R0437","A109","definition_matches","2","provision_trigger('AIAct_A3.60', A, X)","definition_matches('deep_fake', X) <= provision_trigger('AIAct_A3.60', A, X)"
"R0438","A115","definition_matches","2","provision_trigger('AIAct_A3.61', A, X)","definition_matches('widespread_infringement', X) <= provision_trigger('AIAct_A3.61', A, X)"
"R0439","A116","definition_matches","2","provision_trigger('AIAct_A3.62', A, X)","definition_matches('critical_infrastructure', X) <= provision_trigger('AIAct_A3.62', A, X)"
"R0440","A117","gpai_model","1","has_feature(X, 'significant_generality')  & has_capability(X, 'wide_range_of_tasks')","gpai_model(X) <= has_feature(X, 'significant_generality')  & has_capability(X, 'wide_range_of_tasks')"
"R0441","A118","high_impact_capabilities","1","capabilities_match_or_exceed_advanced_gpai_models(X)","high_impact_capabilities(X) <= capabilities_match_or_exceed_advanced_gpai_models(X)"
"R0442","A118","definition_matches","2","provision_trigger('AIAct_A3.64', A, X)","definition_matches('high_impact_capabilities', X) <= provision_trigger('AIAct_A3.64', A, X)"
"R0443","A119","systemic_risk","1","gpai_model(X) & high_impact_capabilities(X) & significant_union_market_impact_or_negative_effects(X)","systemic_risk(X) <= gpai_model(X) & high_impact_capabilities(X) & significant_union_market_impact_or_negative_effects(X)"
"R0444","A119","definition_matches","2","provision_trigger('AIAct_A3.65', A, X)","definition_matches('systemic_risk', X) <= provision_trigger('AIAct_A3.65', A, X)"
"R0445","A120","general_purpose_ai_system","1","ai_system(X) & based_on_gpai_model(X) & capable_of_variety_of_purposes(X)","general_purpose_ai_system(X) <= ai_system(X) & based_on_gpai_model(X) & capable_of_variety_of_purposes(X)"
"R0446","A120","definition_matches","2","provision_trigger('AIAct_A3.66', A, X)","definition_matches('general_purpose_ai_system', X) <= provision_trigger('AIAct_A3.66', A, X)"
"R0447","A121","definition_matches","2","provision_trigger('AIAct_A3.67', A, X)","definition_matches('floating_point_operation', X) <= provision_trigger('AIAct_A3.67', A, X)"
"R0448","A122","definition_matches","2","provision_trigger('AIAct_A3.68', A, X)","definition_matches('downstream_provider', X) <= provision_trigger('AIAct_A3.68', A, X)"
"R0449","A124","prohibited_practice","1","ai_system(X) & has_feature(X, 'subliminal_manipulation')","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'subliminal_manipulation')"
"R0450","A125","prohibited_practice","1","ai_system(X) & has_feature(X, 'exploits_vulnerabilities')","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'exploits_vulnerabilities')"
"R0451","A128","prohibited_practice","1","ai_system(X) & has_feature(X, 'social_scoring')","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'social_scoring')"
"R0452","A129","prohibited_practice","1","ai_system(X) & has_feature(X, 'predictive_policing_profiling') & ~predictive_policing_supporting_human_assessment_exception(X)","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'predictive_policing_profiling') & ~predictive_policing_supporting_human_assessment_exception(X)"
"R0453","A130","prohibited_practice","1","ai_system(X) & has_feature(X, 'untargeted_face_db_scraping')","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'untargeted_face_db_scraping')"
"R0454","A131","prohibited_practice","1","ai_system(X) & has_feature(X, 'emotion_inference_workplace_edu') & ~emotion_inference_medical_or_safety_exception(X)","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'emotion_inference_workplace_edu') & ~emotion_inference_medical_or_safety_exception(X)"
"R0455","A132","prohibited_practice","1","ai_system(X) & has_feature(X, 'biometric_categorisation_special') & ~biometric_categorisation_lawful_filtering_exception(X)","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'biometric_categorisation_special') & ~biometric_categorisation_lawful_filtering_exception(X)"
"R0456","A133","rbi_law_enforcement_exception","1","ai_system(X) & rbi_exception_ground(X, 'AIAct_A5.1.h.i')","rbi_law_enforcement_exception(X) <= ai_system(X) & rbi_exception_ground(X, 'AIAct_A5.1.h.i')"
"R0457","A134","rbi_law_enforcement_exception","1","ai_system(X) & rbi_exception_ground(X, 'AIAct_A5.1.h.ii')","rbi_law_enforcement_exception(X) <= ai_system(X) & rbi_exception_ground(X, 'AIAct_A5.1.h.ii')"
"R0458","A135","rbi_law_enforcement_exception","1","ai_system(X) & rbi_exception_ground(X, 'AIAct_A5.1.h.iii')","rbi_law_enforcement_exception(X) <= ai_system(X) & rbi_exception_ground(X, 'AIAct_A5.1.h.iii')"
"R0459","A136","prohibited_practice","1","ai_system(X) & has_feature(X, 'realtime_remote_biometric_id_public') & ~rbi_law_enforcement_exception(X)","prohibited_practice(X) <= ai_system(X) & has_feature(X, 'realtime_remote_biometric_id_public') & ~rbi_law_enforcement_exception(X)"
"R0460","A137","prohibition","3","applies_via_actor(X, T, 'ai_act', A) & prohibited_practice(X)","prohibition(A, X, 'AIAct_A5.1_prohibited_ai_practice') <= applies_via_actor(X, T, 'ai_act', A) & prohibited_practice(X)"
"R0461","A137","obligation","3","provision_trigger('AIAct_A5.1', A, X)","obligation(A, X, 'AIAct_A5.1') <= provision_trigger('AIAct_A5.1', A, X)"
"R0462","A139","obligation","3","provision_trigger('AIAct_A5.2.b', A, X)","obligation(A, X, 'AIAct_A5.2.b') <= provision_trigger('AIAct_A5.2.b', A, X)"
"R0463","A139","permission","3","provision_trigger('AIAct_A5.2.b', A, X)","permission(A, X, 'AIAct_A5.2.b') <= provision_trigger('AIAct_A5.2.b', A, X)"
"R0464","A140","obligation","3","provision_trigger('AIAct_A5.2', A, X)","obligation(A, X, 'AIAct_A5.2') <= provision_trigger('AIAct_A5.2', A, X)"
"R0465","A141","obligation","3","applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & has_feature(X, 'realtime_remote_biometric_id_public') & rbi_law_enforcement_exception(X)","obligation(A, X, 'AIAct_A5.3_prior_authorisation_for_permitted_realtime_rbi') <= applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & has_feature(X, 'realtime_remote_biometric_id_public') & rbi_law_enforcement_exception(X)"
"R0466","A141","ai_act_material","1","provision_trigger('AIAct_A5.3', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A5.3', A, S)"
"R0467","A141","obligation","3","provision_trigger('AIAct_A5.3', A, X)","obligation(A, X, 'AIAct_A5.3') <= provision_trigger('AIAct_A5.3', A, X)"
"R0468","A141","permission","3","provision_trigger('AIAct_A5.3', A, X)","permission(A, X, 'AIAct_A5.3') <= provision_trigger('AIAct_A5.3', A, X)"
"R0469","A142","obligation","3","applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & has_feature(X, 'realtime_remote_biometric_id_public') & rbi_law_enforcement_exception(X)","obligation(A, X, 'AIAct_A5.4_notify_authorities_for_permitted_realtime_rbi') <= applies_via_actor(X, T, 'ai_act', A) & deployer(A, X) & has_feature(X, 'realtime_remote_biometric_id_public') & rbi_law_enforcement_exception(X)"
"R0470","A142","ai_act_material","1","provision_trigger('AIAct_A5.4', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A5.4', A, S)"
"R0471","A142","obligation","3","provision_trigger('AIAct_A5.4', A, X)","obligation(A, X, 'AIAct_A5.4') <= provision_trigger('AIAct_A5.4', A, X)"
"R0472","A143","ai_act_material","1","provision_trigger('AIAct_A5.5', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A5.5', A, S)"
"R0473","A143","obligation","3","provision_trigger('AIAct_A5.5', A, X)","obligation(A, X, 'AIAct_A5.5') <= provision_trigger('AIAct_A5.5', A, X)"
"R0474","A143","permission","3","provision_trigger('AIAct_A5.5', A, X)","permission(A, X, 'AIAct_A5.5') <= provision_trigger('AIAct_A5.5', A, X)"
"R0475","A144","obligation","3","provision_trigger('AIAct_A5.6', A, X)","obligation(A, X, 'AIAct_A5.6') <= provision_trigger('AIAct_A5.6', A, X)"
"R0476","A145","obligation","3","provision_trigger('AIAct_A5.7', A, X)","obligation(A, X, 'AIAct_A5.7') <= provision_trigger('AIAct_A5.7', A, X)"
"R0477","A146","ai_act_material","1","provision_trigger('AIAct_A5.8', A, S)","ai_act_material(S) <= provision_trigger('AIAct_A5.8', A, S)"
"R0478","A146","obligation","3","provision_trigger('AIAct_A5.8', A, X)","obligation(A, X, 'AIAct_A5.8') <= provision_trigger('AIAct_A5.8', A, X)"
"R0479","A150","high_risk_ai","1","ai_system(X)  & safety_component_of(X, Y)  & annex_i_legislation(L)  & subject_to_third_party_assessment(Y, L)","high_risk_ai(X) <= ai_system(X)  & safety_component_of(X, Y)  & annex_i_legislation(L)  & subject_to_third_party_assessment(Y, L)"
"R0480","A150","high_risk_ai","1","ai_system(X)  & annex_i_legislation(L)  & subject_to_third_party_assessment(X, L)","high_risk_ai(X) <= ai_system(X)  & annex_i_legislation(L)  & subject_to_third_party_assessment(X, L)"
"R0481","A151","high_risk_ai","1","ai_system(X) & used_in(X, U) & annex_iii_use_case(U)","high_risk_ai(X) <= ai_system(X) & used_in(X, U) & annex_iii_use_case(U)"
"R0482","A152","not_high_risk_derogation_factor","2","narrow_procedural_task(X)","not_high_risk_derogation_factor(X, 'narrow_procedural_task') <= narrow_procedural_task(X)"
"R0483","A153","not_high_risk_derogation_factor","2","improves_previous_human_activity_result(X)","not_high_risk_derogation_factor(X, 'improves_previous_human_activity') <= improves_previous_human_activity_result(X)"
"R0484","A154","not_high_risk_derogation_factor","2","detects_decision_patterns_or_deviations(X)","not_high_risk_derogation_factor(X, 'detects_decision_patterns_or_deviations') <= detects_decision_patterns_or_deviations(X)"
"R0485","A155","not_high_risk_derogation_factor","2","preparatory_assessment_task(X)","not_high_risk_derogation_factor(X, 'preparatory_assessment_task') <= preparatory_assessment_task(X)"
"R0486","A155","obligation","3","provision_trigger('AIAct_A6.3.d', A, X)","obligation(A, X, 'AIAct_A6.3.d') <= provision_trigger('AIAct_A6.3.d', A, X)"
"R0487","A156","not_high_risk_ai","1","ai_system(X) & annex_iii_use_case(U) & used_in(X, U) & no_significant_risk_to_health_safety_fundamental_rights(X) & not_high_risk_derogation_factor(X, F) & ~profiling_of_natural_persons(X)","not_high_risk_ai(X) <= ai_system(X) & annex_iii_use_case(U) & used_in(X, U) & no_significant_risk_to_health_safety_fundamental_rights(X) & not_high_risk_derogation_factor(X, F) & ~profiling_of_natural_persons(X)"
"R0488","A156","obligation","3","provision_trigger('AIAct_A6.3', A, X)","obligation(A, X, 'AIAct_A6.3') <= provision_trigger('AIAct_A6.3', A, X)"
"R0489","A157","obligation","3","applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & ai_system(X) & used_in(X, U) & annex_iii_use_case(U) & provider_claims_not_high_risk(A, X)","obligation(A, X, 'AIAct_A6.4_document_non_high_risk_assessment') <= applies_via_actor(X, T, 'ai_act', A) & provider(A, X) & ai_system(X) & used_in(X, U) & annex_iii_use_case(U) & provider_claims_not_high_risk(A, X)"
